"Channel 1, ""s""","Channel 1, ""Volts""","Channel 2, ""s""","Channel 2, ""Volts"""
0.0,0.5112,0.0,-0.152
4e-06,0.52256,4e-06,-0.152
8e-06,0.52256,8e-06,0.216
1.2e-05,0.52256,1.2e-05,-0.14
1.6e-05,0.51688,1.6e-05,-0.1
1.9999999999999998e-05,0.51688,1.9999999999999998e-05,0.068
2.4e-05,0.51688,2.4e-05,-0.08
2.8e-05,0.52256,2.8e-05,-0.04
3.2e-05,0.51688,3.2e-05,-0.004
3.6e-05,0.51688,3.6e-05,-0.04
3.9999999999999996e-05,0.51688,3.9999999999999996e-05,-0.032
4.4e-05,0.51688,4.4e-05,-0.024
4.8e-05,0.51688,4.8e-05,-0.032
5.2e-05,0.51688,5.2e-05,-0.032
5.6e-05,0.51688,5.6e-05,-0.028
5.9999999999999995e-05,0.51688,5.9999999999999995e-05,-0.032
6.4e-05,0.51688,6.4e-05,-0.032
6.8e-05,0.51688,6.8e-05,-0.032
7.2e-05,0.51688,7.2e-05,-0.028
7.599999999999999e-05,0.52256,7.599999999999999e-05,-0.032
7.999999999999999e-05,0.51688,7.999999999999999e-05,-0.028
8.4e-05,0.51688,8.4e-05,-0.028
8.8e-05,0.51688,8.8e-05,-0.028
9.2e-05,0.51688,9.2e-05,-0.032
9.6e-05,0.51688,9.6e-05,-0.032
9.999999999999999e-05,0.52256,9.999999999999999e-05,-0.028
0.000104,0.51688,0.000104,-0.028
0.000108,0.51688,0.000108,-0.032
0.000112,0.51688,0.000112,-0.032
0.000116,0.51688,0.000116,-0.032
0.00011999999999999999,0.51688,0.00011999999999999999,-0.032
0.000124,0.51688,0.000124,-0.032
0.000128,0.51688,0.000128,-0.032
0.00013199999999999998,0.51688,0.00013199999999999998,-0.032
0.000136,0.51688,0.000136,-0.032
0.00014,0.51688,0.00014,-0.028
0.000144,0.51688,0.000144,-0.032
0.000148,0.51688,0.000148,-0.032
0.00015199999999999998,0.51688,0.00015199999999999998,-0.028
0.000156,0.52256,0.000156,-0.032
0.00015999999999999999,0.52256,0.00015999999999999999,-0.028
0.000164,0.51688,0.000164,-0.028
0.000168,0.51688,0.000168,-0.032
0.00017199999999999998,0.51688,0.00017199999999999998,-0.032
0.000176,0.51688,0.000176,-0.032
0.00017999999999999998,0.51688,0.00017999999999999998,-0.028
0.000184,0.51688,0.000184,-0.028
0.000188,0.51688,0.000188,-0.032
0.000192,0.51688,0.000192,-0.032
0.000196,0.51688,0.000196,-0.032
0.00019999999999999998,0.52256,0.00019999999999999998,-0.028
0.000204,0.51688,0.000204,-0.028
0.000208,0.52256,0.000208,-0.032
0.000212,0.51688,0.000212,-0.032
0.000216,0.52256,0.000216,-0.032
0.00021999999999999998,0.52256,0.00021999999999999998,-0.028
0.000224,0.52256,0.000224,-0.028
0.00022799999999999999,0.52256,0.00022799999999999999,-0.032
0.000232,0.51688,0.000232,-0.032
0.000236,0.51688,0.000236,-0.032
0.00023999999999999998,0.51688,0.00023999999999999998,-0.032
0.000244,0.51688,0.000244,-0.028
0.000248,0.52256,0.000248,-0.032
0.000252,0.51688,0.000252,-0.032
0.000256,0.51688,0.000256,-0.028
0.00026,0.52256,0.00026,-0.032
0.00026399999999999997,0.51688,0.00026399999999999997,-0.032
0.000268,0.52256,0.000268,-0.032
0.000272,0.51688,0.000272,-0.028
0.000276,0.51688,0.000276,-0.028
0.00028,0.51688,0.00028,-0.032
0.00028399999999999996,0.52256,0.00028399999999999996,-0.032
0.000288,0.51688,0.000288,-0.032
0.000292,0.51688,0.000292,-0.028
0.000296,0.52256,0.000296,-0.032
0.0003,0.51688,0.0003,-0.036000000000000004
0.00030399999999999996,0.51688,0.00030399999999999996,-0.028
0.000308,0.51688,0.000308,-0.028
0.000312,0.52256,0.000312,-0.032
0.000316,0.51688,0.000316,-0.028
0.00031999999999999997,0.52256,0.00031999999999999997,-0.032
0.00032399999999999996,0.51688,0.00032399999999999996,-0.032
0.000328,0.51688,0.000328,-0.032
0.000332,0.52256,0.000332,-0.028
0.000336,0.51688,0.000336,-0.032
0.00033999999999999997,0.51688,0.00033999999999999997,-0.032
0.00034399999999999996,0.52256,0.00034399999999999996,-0.032
0.000348,0.51688,0.000348,-0.032
0.000352,0.52256,0.000352,-0.028
0.000356,0.51688,0.000356,-0.032
0.00035999999999999997,0.52256,0.00035999999999999997,-0.032
0.00036399999999999996,0.52256,0.00036399999999999996,-0.032
0.000368,0.52256,0.000368,-0.032
0.000372,0.52256,0.000372,-0.028
0.000376,0.51688,0.000376,-0.032
0.00037999999999999997,0.51688,0.00037999999999999997,-0.032
0.000384,0.52256,0.000384,-0.032
0.000388,0.51688,0.000388,-0.028
0.000392,0.51688,0.000392,-0.028
0.000396,0.51688,0.000396,-0.032
0.00039999999999999996,0.51688,0.00039999999999999996,-0.032
0.000404,0.51688,0.000404,-0.032
0.000408,0.52256,0.000408,-0.032
0.000412,0.51688,0.000412,-0.028
0.000416,0.51688,0.000416,-0.028
0.00041999999999999996,0.51688,0.00041999999999999996,-0.032
0.000424,0.52256,0.000424,-0.032
0.000428,0.52256,0.000428,-0.032
0.000432,0.52256,0.000432,-0.032
0.00043599999999999997,0.51688,0.00043599999999999997,-0.032
0.00043999999999999996,0.52256,0.00043999999999999996,-0.032
0.000444,0.51688,0.000444,-0.032
0.000448,0.52256,0.000448,-0.032
0.000452,0.51688,0.000452,-0.028
0.00045599999999999997,0.51688,0.00045599999999999997,-0.032
0.00045999999999999996,0.51688,0.00045999999999999996,-0.032
0.000464,0.51688,0.000464,-0.032
0.000468,0.52256,0.000468,-0.032
0.000472,0.52256,0.000472,-0.032
0.00047599999999999997,0.51688,0.00047599999999999997,-0.032
0.00047999999999999996,0.51688,0.00047999999999999996,-0.032
0.000484,0.51688,0.000484,-0.032
0.000488,0.52256,0.000488,-0.032
0.0004919999999999999,0.51688,0.0004919999999999999,-0.028
0.000496,0.51688,0.000496,-0.032
0.0005,0.52256,0.0005,-0.028
0.000504,0.52256,0.000504,-0.032
0.000508,0.52256,0.000508,-0.032
0.000512,0.52256,0.000512,-0.032
0.000516,0.52256,0.000516,-0.032
0.00052,0.51688,0.00052,-0.028
0.0005239999999999999,0.51688,0.0005239999999999999,-0.032
0.0005279999999999999,0.51688,0.0005279999999999999,-0.032
0.000532,0.52256,0.000532,-0.032
0.000536,0.51688,0.000536,-0.032
0.00054,0.51688,0.00054,-0.028
0.000544,0.51688,0.000544,-0.028
0.000548,0.51688,0.000548,-0.032
0.000552,0.51688,0.000552,-0.032
0.000556,0.52256,0.000556,-0.032
0.00056,0.52256,0.00056,-0.028
0.0005639999999999999,0.52256,0.0005639999999999999,-0.032
0.0005679999999999999,0.51688,0.0005679999999999999,-0.032
0.000572,0.52256,0.000572,-0.032
0.000576,0.52256,0.000576,-0.032
0.00058,0.51688,0.00058,-0.028
0.000584,0.52256,0.000584,-0.032
0.000588,0.51688,0.000588,-0.032
0.000592,0.52256,0.000592,-0.032
0.000596,0.51688,0.000596,-0.032
0.0006,0.51688,0.0006,-0.028
0.0006039999999999999,0.52256,0.0006039999999999999,-0.028
0.0006079999999999999,0.51688,0.0006079999999999999,-0.032
0.000612,0.52256,0.000612,-0.032
0.000616,0.52256,0.000616,-0.032
0.00062,0.52256,0.00062,-0.028
0.000624,0.51688,0.000624,-0.032
0.000628,0.51688,0.000628,-0.032
0.000632,0.51688,0.000632,-0.032
0.000636,0.51688,0.000636,-0.032
0.0006399999999999999,0.51688,0.0006399999999999999,-0.028
0.0006439999999999999,0.51688,0.0006439999999999999,-0.032
0.0006479999999999999,0.51688,0.0006479999999999999,-0.032
0.000652,0.51688,0.000652,-0.032
0.000656,0.52256,0.000656,-0.028
0.00066,0.52256,0.00066,-0.032
0.000664,0.51688,0.000664,-0.032
0.000668,0.51688,0.000668,-0.032
0.000672,0.51688,0.000672,-0.032
0.000676,0.52256,0.000676,-0.032
0.0006799999999999999,0.51688,0.0006799999999999999,-0.032
0.0006839999999999999,0.51688,0.0006839999999999999,-0.032
0.0006879999999999999,0.51688,0.0006879999999999999,-0.028
0.000692,0.52256,0.000692,-0.032
0.000696,0.51688,0.000696,-0.032
0.0007,0.52256,0.0007,-0.032
0.000704,0.51688,0.000704,-0.032
0.000708,0.51688,0.000708,-0.032
0.000712,0.51688,0.000712,-0.028
0.000716,0.51688,0.000716,-0.032
0.0007199999999999999,0.51688,0.0007199999999999999,-0.032
0.0007239999999999999,0.52256,0.0007239999999999999,-0.032
0.0007279999999999999,0.51688,0.0007279999999999999,-0.028
0.000732,0.52256,0.000732,-0.028
0.000736,0.51688,0.000736,-0.032
0.00074,0.51688,0.00074,-0.032
0.000744,0.52256,0.000744,-0.032
0.000748,0.51688,0.000748,-0.032
0.000752,0.52256,0.000752,-0.032
0.0007559999999999999,0.52256,0.0007559999999999999,-0.032
0.0007599999999999999,0.51688,0.0007599999999999999,-0.032
0.0007639999999999999,0.51688,0.0007639999999999999,-0.032
0.000768,0.51688,0.000768,-0.032
0.000772,0.52256,0.000772,-0.032
0.000776,0.52256,0.000776,-0.032
0.00078,0.51688,0.00078,-0.032
0.000784,0.52256,0.000784,-0.032
0.000788,0.52256,0.000788,-0.032
0.000792,0.52256,0.000792,-0.028
0.0007959999999999999,0.51688,0.0007959999999999999,-0.032
0.0007999999999999999,0.52256,0.0007999999999999999,-0.032
0.0008039999999999999,0.51688,0.0008039999999999999,-0.032
0.000808,0.51688,0.000808,-0.032
0.000812,0.51688,0.000812,-0.028
0.000816,0.52256,0.000816,-0.028
0.00082,0.51688,0.00082,-0.032
0.000824,0.52256,0.000824,-0.032
0.000828,0.51688,0.000828,-0.032
0.000832,0.52256,0.000832,-0.028
0.0008359999999999999,0.51688,0.0008359999999999999,-0.032
0.0008399999999999999,0.52256,0.0008399999999999999,-0.032
0.0008439999999999999,0.52256,0.0008439999999999999,-0.028
0.000848,0.52256,0.000848,-0.032
0.000852,0.51688,0.000852,-0.032
0.000856,0.51688,0.000856,-0.032
0.00086,0.51688,0.00086,-0.032
0.000864,0.52256,0.000864,-0.028
0.000868,0.51688,0.000868,-0.032
0.0008719999999999999,0.52256,0.0008719999999999999,-0.032
0.0008759999999999999,0.51688,0.0008759999999999999,-0.028
0.0008799999999999999,0.51688,0.0008799999999999999,-0.032
0.0008839999999999999,0.52256,0.0008839999999999999,-0.032
0.000888,0.52256,0.000888,-0.032
0.000892,0.52256,0.000892,-0.032
0.000896,0.51688,0.000896,-0.032
0.0009,0.52256,0.0009,-0.028
0.000904,0.51688,0.000904,-0.032
0.000908,0.51688,0.000908,-0.032
0.0009119999999999999,0.51688,0.0009119999999999999,-0.032
0.0009159999999999999,0.51688,0.0009159999999999999,-0.032
0.0009199999999999999,0.51688,0.0009199999999999999,-0.032
0.0009239999999999999,0.51688,0.0009239999999999999,-0.028
0.000928,0.52256,0.000928,-0.032
0.000932,0.52256,0.000932,-0.032
0.000936,0.51688,0.000936,-0.028
0.00094,0.51688,0.00094,-0.028
0.000944,0.51688,0.000944,-0.032
0.000948,0.52256,0.000948,-0.032
0.0009519999999999999,0.51688,0.0009519999999999999,-0.032
0.0009559999999999999,0.52256,0.0009559999999999999,-0.032
0.0009599999999999999,0.52256,0.0009599999999999999,-0.028
0.0009639999999999999,0.52256,0.0009639999999999999,-0.032
0.000968,0.52256,0.000968,-0.032
0.000972,0.52256,0.000972,-0.032
0.000976,0.52256,0.000976,-0.028
0.00098,0.52256,0.00098,-0.032
0.0009839999999999998,0.51688,0.0009839999999999998,-0.032
0.000988,0.51688,0.000988,-0.032
0.000992,0.52256,0.000992,-0.032
0.000996,0.52256,0.000996,-0.028
0.001,0.51688,0.001,-0.032
0.001004,0.52256,0.001004,-0.028
0.001008,0.51688,0.001008,-0.032
0.0010119999999999999,0.51688,0.0010119999999999999,-0.032
0.001016,0.52256,0.001016,-0.032
0.0010199999999999999,0.51688,0.0010199999999999999,-0.032
0.001024,0.51688,0.001024,-0.028
0.001028,0.51688,0.001028,-0.032
0.001032,0.51688,0.001032,-0.032
0.001036,0.52256,0.001036,-0.032
0.00104,0.52256,0.00104,-0.032
0.001044,0.51688,0.001044,-0.032
0.0010479999999999999,0.52256,0.0010479999999999999,-0.032
0.001052,0.51688,0.001052,-0.028
0.0010559999999999999,0.51688,0.0010559999999999999,-0.032
0.00106,0.51688,0.00106,-0.032
0.001064,0.51688,0.001064,-0.032
0.001068,0.52256,0.001068,-0.032
0.001072,0.51688,0.001072,-0.028
0.001076,0.52256,0.001076,-0.032
0.00108,0.51688,0.00108,-0.032
0.001084,0.51688,0.001084,-0.032
0.001088,0.52256,0.001088,-0.028
